id,over_no,balls,runs,wides,noballs,bowler,score,for,inn_id,m_id,t_id,c1,c2,c3,dots,c4,c6,extras,wickets,byes,ball_color
317,19,6,15,0,0,78,163,4,16,8,1,1,0,0,2,2,1,0,0,0,y
318,20,6,7,0,0,81,170,4,16,8,1,5,1,0,0,0,0,0,0,0,y
319,1,6,5,0,0,65,5,1,17,9,1,1,0,0,4,1,0,0,1,0,y
320,2,6,5,0,0,66,10,1,17,9,1,5,0,0,1,0,0,0,0,0,y
321,3,6,2,0,0,65,12,2,17,9,1,2,0,0,4,0,0,0,1,0,y
322,4,6,6,0,0,66,18,3,17,9,1,0,0,0,5,0,1,0,1,0,y
323,5,6,2,0,0,65,20,4,17,9,1,2,0,0,4,0,0,0,1,0,y
324,6,6,4,0,0,66,24,4,17,9,1,2,1,0,3,0,0,0,0,0,y
325,7,6,21,0,0,67,45,4,17,9,1,1,0,0,1,2,2,0,0,0,y
326,8,6,5,0,0,64,50,5,17,9,1,1,0,0,4,1,0,0,1,0,y
327,9,6,10,0,0,62,60,5,17,9,1,4,0,0,1,0,1,0,0,0,y
328,10,6,3,0,0,64,63,5,17,9,1,3,0,0,3,0,0,0,0,0,y
329,11,6,8,0,0,63,71,5,17,9,1,4,0,0,1,1,0,0,0,0,y
330,12,6,11,1,0,64,82,5,17,9,1,4,0,0,1,0,1,1,0,0,y
331,13,6,10,0,0,66,92,5,17,9,1,4,0,0,1,0,1,0,0,0,y
332,14,6,9,0,0,67,101,6,17,9,1,1,0,0,3,2,0,0,1,0,y
333,15,6,8,0,0,64,109,6,17,9,1,4,0,0,1,1,0,0,0,0,y
334,16,6,11,0,0,63,121,6,17,9,1,3,0,0,0,2,0,0,0,1,y
335,17,6,5,0,0,67,126,6,17,9,1,5,0,0,1,0,0,0,0,0,y
336,18,6,8,0,0,65,134,6,17,9,1,4,0,0,1,1,0,0,0,0,y
337,19,6,12,0,0,67,146,6,17,9,1,2,1,0,1,2,0,0,0,0,y
338,20,6,20,0,0,63,166,6,17,9,1,2,1,0,0,1,2,0,0,0,y
339,1,6,0,0,0,14,0,1,18,9,1,0,0,0,6,0,0,0,1,0,y
340,2,6,14,0,0,12,14,1,18,9,1,2,0,0,2,0,2,0,0,0,y
341,3,6,6,0,0,14,20,2,18,9,1,2,0,0,3,1,0,0,1,0,y
342,4,6,5,0,0,12,25,3,18,9,1,1,0,0,4,1,0,0,1,0,y
343,5,6,2,0,0,14,27,3,18,9,1,2,0,0,4,0,0,0,0,0,y
344,6,6,2,0,0,6,29,5,18,9,1,2,0,0,4,0,0,0,2,0,y
345,7,6,2,0,0,9,31,6,18,9,1,2,0,0,4,0,0,0,1,0,y
346,8,6,14,0,0,6,45,6,18,9,1,2,0,0,2,0,2,0,0,0,y
347,9,6,5,0,0,9,50,6,18,9,1,5,0,0,1,0,0,0,0,0,y
348,10,6,11,0,0,13,61,6,18,9,1,3,0,0,1,2,0,0,0,0,y
349,11,6,9,0,0,9,70,6,18,9,1,3,0,0,2,0,1,0,0,0,y
350,12,6,2,0,0,12,72,6,18,9,1,2,0,0,4,0,0,0,0,0,y
351,13,6,13,0,0,13,85,6,18,9,1,1,0,0,2,3,0,0,0,0,y
352,14,6,8,0,0,6,93,6,18,9,1,4,0,0,1,1,0,0,0,0,y
353,15,6,2,0,0,9,95,7,18,9,1,2,0,0,4,0,0,0,1,0,y
354,16,6,5,1,0,13,100,7,18,9,1,4,0,0,2,0,0,1,0,0,y
355,17,6,13,0,0,14,113,7,18,9,1,1,0,0,2,3,0,0,0,0,y
356,18,6,5,0,0,13,118,8,18,9,1,5,0,0,1,0,0,0,1,0,y
357,19,6,10,0,0,12,128,8,18,9,1,4,0,0,1,0,1,0,0,0,y
358,20,6,2,0,0,6,130,9,18,9,1,2,0,0,4,0,0,0,1,0,y
359,1,6,7,0,0,78,7,0,19,10,1,1,1,0,3,1,0,0,0,0,y
360,2,6,6,0,0,81,13,0,19,10,1,6,0,0,0,0,0,0,0,0,g
361,3,6,10,0,0,78,23,0,19,10,1,2,0,0,2,2,0,0,0,0,y
362,4,6,17,0,0,81,40,0,19,10,1,1,0,0,2,1,2,0,0,0,g
363,5,6,12,0,0,76,52,0,19,10,1,2,0,0,2,1,1,0,0,0,y
364,6,6,8,1,0,80,60,0,19,10,1,3,0,0,2,1,0,1,0,0,g
365,7,6,3,0,0,75,63,0,19,10,1,3,0,0,3,0,0,0,0,0,y
366,8,6,4,0,0,80,67,0,19,10,1,4,0,0,2,0,0,0,0,0,g
367,9,6,16,0,0,75,83,0,19,10,1,2,0,0,1,2,1,0,0,0,y
368,10,6,14,0,0,80,97,0,19,10,1,4,0,0,0,1,1,0,0,0,g
369,11,6,12,1,0,77,109,0,19,10,1,3,0,0,1,2,0,1,0,0,y
370,12,6,3,0,0,76,112,0,19,10,1,3,0,0,3,0,0,0,0,0,g
371,13,6,9,0,0,80,121,1,19,10,1,3,0,0,2,0,1,0,1,0,y
372,14,6,13,0,0,76,134,1,19,10,1,3,0,0,1,1,1,0,0,0,g
373,15,6,6,0,0,77,140,1,19,10,1,4,1,0,1,0,0,0,0,0,y
374,16,6,20,0,0,81,160,1,19,10,1,2,0,0,0,3,1,0,0,0,g
375,17,6,20,0,0,78,180,1,19,10,1,0,0,0,1,5,0,0,0,0,y
376,18,6,8,0,0,76,188,1,19,10,1,4,0,0,1,1,0,0,0,0,g
377,19,6,10,0,0,77,198,1,19,10,1,2,0,0,2,2,0,0,0,0,y
378,20,6,11,0,0,78,209,1,19,10,1,3,0,0,1,2,0,0,0,0,g
379,1,6,6,0,0,52,6,0,20,10,1,2,0,0,3,1,0,0,0,0,y
380,2,6,13,0,0,54,19,0,20,10,1,3,0,0,1,1,1,0,0,0,g
381,3,6,4,0,0,52,23,0,20,10,1,4,0,0,2,0,0,0,0,0,y
382,4,6,8,0,0,54,31,0,20,10,1,2,1,0,2,1,0,0,0,0,g
383,5,6,6,0,0,49,37,0,20,10,1,2,0,0,3,1,0,0,0,0,y
384,6,6,6,0,0,54,43,0,20,10,1,6,0,0,0,0,0,0,0,0,g
385,7,6,8,0,0,49,51,0,20,10,1,4,0,0,1,1,0,0,0,0,y
386,8,6,8,0,0,55,59,0,20,10,1,4,0,0,1,1,0,0,0,0,g
387,9,6,10,0,1,49,69,0,20,10,1,3,1,0,2,1,0,1,0,0,y
388,10,6,11,0,0,55,80,0,20,10,1,3,0,0,1,2,0,0,0,0,g
389,11,6,3,0,0,49,83,1,20,10,1,3,0,0,3,0,0,0,1,0,y
390,12,6,10,0,0,48,93,2,20,10,1,2,0,0,2,2,0,0,1,0,g
391,13,6,5,1,0,50,98,4,20,10,1,4,0,0,2,0,0,1,2,0,y
392,14,6,15,0,0,48,113,4,20,10,1,3,0,0,1,0,2,0,0,0,g
393,15,6,9,0,0,50,122,4,20,10,1,1,0,0,3,2,0,0,0,0,y
394,16,6,15,0,0,54,138,5,20,10,1,1,0,0,1,2,1,0,1,1,g
395,17,6,18,0,0,52,156,5,20,10,1,2,0,0,1,1,2,0,0,0,y
396,18,6,17,0,0,48,173,5,20,10,1,1,1,0,1,2,1,0,0,0,g
397,19,6,5,0,0,50,178,6,20,10,1,1,0,0,4,1,0,0,1,0,y
398,20,6,8,0,0,52,186,7,20,10,1,2,0,0,3,0,1,0,1,0,g
399,1,6,7,0,0,35,7,0,21,11,1,3,0,0,2,1,0,0,0,0,y
400,2,6,4,0,0,36,11,0,21,11,1,2,1,0,3,0,0,0,0,0,y
401,3,6,3,0,0,35,14,1,21,11,1,3,0,0,3,0,0,0,1,0,y
402,4,6,3,0,0,36,17,1,21,11,1,3,0,0,3,0,0,0,0,0,y
403,5,6,12,0,0,35,29,1,21,11,1,0,0,0,3,3,0,0,0,0,y
404,6,6,6,0,0,41,35,1,21,11,1,2,0,0,3,1,0,0,0,0,y
405,7,6,11,1,0,38,46,1,21,11,1,4,0,0,1,0,1,1,0,0,y
406,8,6,6,0,0,41,52,1,21,11,1,2,0,0,3,1,0,0,0,0,y
407,9,6,8,0,0,32,60,2,21,11,1,2,0,0,3,0,1,0,1,0,y
408,10,6,13,0,0,41,73,2,21,11,1,3,0,0,1,1,1,0,0,0,y
409,11,6,5,0,0,32,78,2,21,11,1,3,1,0,2,0,0,0,0,0,y
410,12,6,7,0,0,38,85,2,21,11,1,3,0,0,2,1,0,0,0,0,y
411,13,6,6,0,0,32,91,2,21,11,1,2,0,0,3,1,0,0,0,0,y
412,14,6,15,0,0,38,106,2,21,11,1,1,0,0,2,2,1,0,0,0,y
413,15,6,8,0,0,32,114,2,21,11,1,4,0,0,1,1,0,0,0,0,y
414,16,6,9,0,0,38,123,2,21,11,1,3,1,0,1,1,0,0,0,0,y
415,17,6,4,0,0,36,128,3,21,11,1,0,0,0,4,1,0,0,1,1,y
416,18,6,4,0,0,41,132,4,21,11,1,4,0,0,2,0,0,0,1,0,y
417,19,6,4,0,0,36,136,5,21,11,1,0,0,0,5,1,0,0,1,0,y
418,20,6,19,0,0,35,155,5,21,11,1,1,0,0,1,3,1,0,0,0,y
419,1,6,12,0,0,25,12,0,22,11,1,0,0,0,4,0,2,0,0,0,y
420,2,6,6,0,0,26,18,0,22,11,1,2,0,0,3,1,0,0,0,0,y
421,3,6,3,0,0,19,21,0,22,11,1,3,0,0,3,0,0,0,0,0,y
422,4,6,9,0,0,26,30,0,22,11,1,3,0,0,2,0,1,0,0,0,y
423,5,6,7,0,0,19,37,0,22,11,1,3,0,0,2,1,0,0,0,0,y
424,6,6,7,0,0,25,44,0,22,11,1,1,1,0,3,1,0,0,0,0,y
425,7,6,4,0,0,19,48,0,22,11,1,4,0,0,2,0,0,0,0,0,y
426,8,6,3,0,0,23,51,1,22,11,1,3,0,0,3,0,0,0,1,0,y
427,9,6,8,0,0,19,59,1,22,11,1,4,0,0,1,1,0,0,0,0,y
428,10,6,12,0,0,23,71,1,22,11,1,2,0,0,2,1,1,0,0,0,y
429,11,6,11,0,0,24,82,1,22,11,1,3,0,0,1,2,0,0,0,0,y
430,12,6,2,0,0,22,84,2,22,11,1,2,0,0,4,0,0,0,1,0,y
431,13,6,7,0,0,26,91,3,22,11,1,1,0,0,4,0,1,0,1,0,y
432,14,6,5,0,0,22,96,3,22,11,1,5,0,0,1,0,0,0,0,0,y
433,15,6,4,0,0,26,100,3,22,11,1,4,0,0,2,0,0,0,0,0,y
434,16,6,8,0,0,22,108,3,22,11,1,2,0,0,3,0,1,0,0,0,y
435,17,6,5,0,0,25,113,4,22,11,1,5,0,0,1,0,0,0,1,0,y
436,18,6,11,0,0,24,124,5,22,11,1,1,0,0,3,1,1,0,1,0,y
437,19,6,13,0,0,25,137,5,22,11,1,3,0,0,1,1,1,0,0,0,y
438,20,6,6,0,0,24,143,6,22,11,1,0,0,0,5,0,1,0,1,0,y
439,1,6,0,0,0,89,0,1,23,12,1,0,0,0,6,0,0,0,1,0,r
440,2,6,10,0,0,91,10,1,23,12,1,2,0,0,2,2,0,0,0,0,y
441,3,6,1,0,0,89,11,2,23,12,1,1,0,0,5,0,0,0,1,0,r
442,4,6,12,0,0,91,23,3,23,12,1,0,0,0,4,0,2,0,1,0,y
443,5,6,2,0,0,89,25,4,23,12,1,2,0,0,4,0,0,0,1,0,r
444,6,6,7,0,0,91,32,4,23,12,1,3,0,0,2,1,0,0,0,0,y
445,7,6,15,0,0,93,47,4,23,12,1,3,0,0,1,0,2,0,0,0,r
446,8,6,8,0,0,87,55,4,23,12,1,4,0,0,1,1,0,0,0,0,y
447,9,6,7,0,0,90,62,5,23,12,1,1,0,0,4,0,1,0,1,0,r
448,10,6,10,0,1,87,72,6,23,12,1,3,0,0,3,0,1,1,1,0,y
449,11,6,6,0,0,90,78,6,23,12,1,2,0,0,3,1,0,0,0,0,r
450,12,6,10,0,0,87,88,6,23,12,1,4,0,0,1,0,1,0,0,0,y
451,13,6,7,0,0,92,95,6,23,12,1,3,0,0,2,1,0,0,0,0,r
452,14,6,7,0,0,91,102,6,23,12,1,3,0,0,2,1,0,0,0,0,y
453,15,6,8,0,0,92,110,6,23,12,1,4,0,0,1,1,0,0,0,0,r
454,16,6,0,0,0,93,110,7,23,12,1,0,0,0,6,0,0,0,1,0,y
455,17,6,1,0,0,89,111,8,23,12,1,1,0,0,5,0,0,0,1,0,r
456,18,6,10,0,0,93,121,8,23,12,1,2,0,0,2,2,0,0,0,0,y
457,19,6,7,0,0,90,128,8,23,12,1,1,1,0,3,1,0,0,0,0,r
458,20,6,5,0,0,93,133,9,23,12,1,1,0,0,4,1,0,0,1,0,y
459,1,6,3,0,0,98,3,0,24,12,1,3,0,0,3,0,0,0,0,0,y
460,2,6,7,0,0,104,10,0,24,12,1,3,0,0,2,1,0,0,0,0,r
461,3,6,8,0,0,98,18,0,24,12,1,2,0,0,3,0,1,0,0,0,y
462,4,6,14,0,0,104,32,0,24,12,1,2,0,0,2,0,2,0,0,0,r
463,5,6,15,0,0,98,47,0,24,12,1,1,0,0,2,2,1,0,0,0,y
464,6,6,4,0,0,103,51,1,24,12,1,2,1,0,3,0,0,0,1,0,r
465,7,6,7,0,0,106,58,1,24,12,1,3,0,0,2,1,0,0,0,0,y
466,8,6,4,0,1,103,62,2,24,12,1,3,0,0,4,0,0,1,1,0,r
467,9,6,9,0,0,106,71,2,24,12,1,3,0,0,2,0,1,0,0,0,y
468,10,6,5,0,0,103,76,2,24,12,1,5,0,0,1,0,0,0,0,0,r
469,11,6,1,0,0,105,77,3,24,12,1,1,0,0,5,0,0,0,1,0,y
470,12,6,15,0,0,103,92,3,24,12,1,3,0,0,1,0,2,0,0,0,r
471,13,6,10,0,0,105,102,3,24,12,1,4,0,0,1,0,1,0,0,0,y
472,14,6,15,0,0,108,117,3,24,12,1,1,0,0,2,2,1,0,0,0,r
473,15,6,7,0,0,106,124,3,24,12,1,3,0,0,2,1,0,0,0,0,y
474,16,6,6,0,0,104,130,4,24,12,1,2,0,0,3,1,0,0,1,0,r
475,17,2,4,0,0,98,134,4,24,12,1,0,0,0,1,1,0,0,0,0,y
476,1,6,6,0,0,10,6,1,25,13,1,2,0,0,3,1,0,0,1,0,y
477,2,6,4,0,0,12,10,1,25,13,1,4,0,0,2,0,0,0,0,0,r
478,3,6,8,0,0,10,18,1,25,13,1,2,0,0,3,0,1,0,0,0,y
479,4,6,13,0,0,12,31,1,25,13,1,1,0,0,3,0,2,0,0,0,r
480,5,6,9,0,0,10,40,1,25,13,1,3,0,0,2,0,1,0,0,0,y
481,6,6,12,2,0,13,52,1,25,13,1,2,0,0,2,2,0,2,0,0,r
482,7,6,6,0,0,6,58,1,25,13,1,2,0,0,3,1,0,0,0,0,y
483,8,6,13,0,0,13,71,1,25,13,1,3,0,0,1,1,1,0,0,0,r
484,9,6,7,0,0,9,78,2,25,13,1,1,0,0,4,0,1,0,1,0,y
485,10,6,10,0,0,6,88,2,25,13,1,4,0,0,1,0,1,0,0,0,r
486,11,6,6,0,1,9,94,2,25,13,1,5,0,0,2,0,0,1,0,0,y
487,12,6,10,0,0,13,104,2,25,13,1,4,0,0,1,0,1,0,0,0,r
488,13,6,18,0,0,9,122,2,25,13,1,2,0,0,1,1,2,0,0,0,y
489,14,6,6,0,0,12,128,3,25,13,1,2,0,0,3,1,0,0,1,0,r
490,15,6,8,0,0,9,136,4,25,13,1,2,0,0,3,0,1,0,1,0,y
491,16,6,16,0,0,13,152,4,25,13,1,2,0,0,1,2,1,0,0,0,r
492,17,6,3,0,0,6,155,4,25,13,1,3,0,0,3,0,0,0,0,0,y
493,18,6,7,0,0,10,162,5,25,13,1,1,0,0,4,0,1,0,1,0,r
494,19,6,4,0,0,6,166,5,25,13,1,4,0,0,2,0,0,0,0,0,y
495,20,6,7,0,0,12,173,5,25,13,1,3,0,0,2,1,0,0,0,0,r
496,1,6,14,0,0,89,14,0,26,13,1,2,0,0,2,0,2,0,0,0,r
497,2,6,6,0,0,91,20,0,26,13,1,2,0,0,3,1,0,0,0,0,y
498,3,6,3,0,0,89,23,0,26,13,1,3,0,0,3,0,0,0,0,0,r
499,4,6,6,0,0,91,29,1,26,13,1,2,0,0,3,1,0,0,1,0,y
500,5,6,8,0,0,89,37,1,26,13,1,2,0,0,3,0,1,0,0,0,r
501,6,6,3,0,0,91,40,1,26,13,1,3,0,0,3,0,0,0,0,0,y
502,7,6,4,0,0,93,44,1,26,13,1,4,0,0,2,0,0,0,0,0,r
503,8,6,8,0,0,90,52,1,26,13,1,4,0,0,1,1,0,0,0,0,y
504,9,6,3,0,0,93,55,1,26,13,1,3,0,0,3,0,0,0,0,0,r
505,10,6,4,0,0,87,59,1,26,13,1,4,0,0,2,0,0,0,0,0,y
506,11,6,11,0,0,92,70,1,26,13,1,3,0,0,1,2,0,0,0,0,r
507,12,6,6,0,0,87,76,2,26,13,1,2,0,0,3,1,0,0,1,0,y
508,13,6,8,0,0,90,84,2,26,13,1,4,0,0,1,1,0,0,0,0,r
509,14,6,14,0,0,87,98,2,26,13,1,2,0,0,2,0,2,0,0,0,y
510,15,6,16,0,0,90,114,2,26,13,1,2,0,0,1,2,1,0,0,0,r
511,16,6,1,0,0,87,115,4,26,13,1,1,0,0,5,0,0,0,2,0,y
512,17,6,9,0,0,93,124,4,26,13,1,5,0,0,0,1,0,0,0,0,r
513,18,6,7,0,0,89,131,5,26,13,1,3,0,0,2,1,0,0,1,0,y
514,19,6,19,0,0,93,150,5,26,13,1,1,0,0,1,3,1,0,0,0,r
515,20,6,23,0,0,91,173,5,26,13,1,1,0,0,1,1,3,0,0,0,y
516,1,6,10,0,0,37,10,0,27,14,1,2,0,0,2,2,0,0,0,0,y
517,2,6,8,0,0,36,18,1,27,14,1,2,0,0,3,0,1,0,1,0,g
518,3,6,7,0,0,37,25,1,27,14,1,3,0,0,2,1,0,0,0,0,y
519,4,6,2,0,0,36,27,2,27,14,1,2,0,0,4,0,0,0,1,0,g
520,5,6,10,0,0,37,37,2,27,14,1,2,0,0,2,2,0,0,0,0,y
521,6,6,6,0,0,35,43,2,27,14,1,2,0,0,3,1,0,0,0,0,g
522,7,6,9,0,0,38,52,2,27,14,1,3,0,0,2,0,1,0,0,0,y
523,8,6,6,0,0,35,58,2,27,14,1,2,0,0,3,1,0,0,0,0,g
524,9,6,9,0,0,38,67,2,27,14,1,3,1,0,1,1,0,0,0,0,y
525,10,6,9,2,0,33,76,2,27,14,1,3,0,0,2,1,0,2,0,0,g
526,11,6,10,0,1,32,86,3,27,14,1,1,0,0,4,2,0,1,1,0,y
527,12,6,14,0,1,33,100,3,27,14,1,3,0,0,2,1,1,1,0,0,g
528,13,6,9,0,0,32,109,3,27,14,1,3,0,0,2,0,1,0,0,0,y
529,14,6,2,0,0,35,111,3,27,14,1,2,0,0,4,0,0,0,0,0,g
530,15,6,15,0,0,38,126,3,27,14,1,1,0,0,2,2,1,0,0,0,y
531,16,6,7,0,0,37,133,3,27,14,1,3,0,0,2,1,0,0,0,0,g
532,17,6,8,0,0,36,141,3,27,14,1,4,0,0,1,1,0,0,0,0,y
533,18,6,13,0,0,35,154,3,27,14,1,1,0,0,2,3,0,0,0,0,g
534,19,6,6,0,0,36,160,4,27,14,1,2,0,0,3,1,0,0,1,0,y
535,20,6,9,0,0,33,169,4,27,14,1,3,1,0,1,1,0,0,0,0,g
536,1,6,8,0,0,52,8,0,28,14,1,2,0,0,3,0,1,0,0,0,y
537,2,6,6,0,0,51,14,0,28,14,1,2,0,0,3,1,0,0,0,0,g
538,3,6,12,0,0,52,26,0,28,14,1,2,0,0,2,1,1,0,0,0,y
539,4,6,10,1,1,51,36,0,28,14,1,4,0,0,2,1,0,2,0,0,g
540,5,6,9,0,0,53,45,0,28,14,1,3,0,0,2,0,1,0,0,0,y
541,6,6,11,0,0,51,56,0,28,14,1,1,0,0,3,1,1,0,0,0,g
542,7,6,9,0,1,49,65,0,28,14,1,4,0,0,2,1,0,1,0,0,y
543,8,6,11,0,0,53,76,0,28,14,1,3,0,0,1,2,0,0,0,0,g
544,9,6,7,0,0,49,83,0,28,14,1,3,0,0,2,1,0,0,0,0,y
545,10,6,14,1,0,48,97,1,28,14,1,1,0,0,2,3,0,1,1,0,g
546,11,6,8,1,1,50,105,1,28,14,1,2,0,0,4,1,0,2,0,0,y
547,12,6,5,0,0,48,110,1,28,14,1,5,0,0,1,0,0,0,0,0,g
548,13,6,4,0,0,50,114,1,28,14,1,4,0,0,2,0,0,0,0,0,y
549,14,6,11,0,2,48,125,1,28,14,1,5,0,0,2,1,0,2,0,0,g
550,15,6,8,0,0,50,133,1,28,14,1,4,0,0,1,1,0,0,0,0,y
551,16,6,18,0,0,53,151,1,28,14,1,2,0,0,1,1,2,0,0,0,g
552,17,6,14,0,0,52,165,1,28,14,1,0,1,0,2,3,0,0,0,0,y
553,18,4,8,0,0,50,173,1,28,14,1,0,0,0,2,2,0,0,0,0,g
554,1,6,1,0,0,37,1,1,29,15,1,1,0,0,5,0,0,0,1,0,y
555,2,6,11,0,0,36,12,1,29,15,1,1,0,0,3,1,1,0,0,0,y
556,3,6,2,0,0,37,14,1,29,15,1,2,0,0,4,0,0,0,0,0,y
557,4,6,17,0,0,36,31,1,29,15,1,1,0,0,2,1,2,0,0,0,y
558,5,6,17,0,0,37,48,1,29,15,1,1,0,0,2,1,2,0,0,0,y
559,6,6,5,0,0,35,53,1,29,15,1,3,1,0,2,0,0,0,0,0,y
560,7,6,7,0,0,38,60,1,29,15,1,3,0,0,2,1,0,0,0,0,y
561,8,6,8,0,0,35,68,2,29,15,1,0,0,0,4,2,0,0,1,0,y
562,9,6,14,0,0,38,82,2,29,15,1,2,0,0,1,3,0,0,0,0,y
563,10,6,5,0,0,35,87,4,29,15,1,1,0,0,4,1,0,0,2,0,y
564,11,6,1,0,0,33,88,5,29,15,1,1,0,0,5,0,0,0,1,0,y
565,12,6,5,0,0,35,93,5,29,15,1,5,0,0,1,0,0,0,0,0,y
566,13,6,7,0,0,33,100,5,29,15,1,3,0,0,2,1,0,0,0,0,y
567,14,6,8,0,0,32,108,5,29,15,1,4,0,0,1,1,0,0,0,0,y
568,15,6,1,0,0,37,109,6,29,15,1,1,0,0,5,0,0,0,1,0,y
569,16,6,4,0,0,32,114,6,29,15,1,4,0,0,1,0,0,0,0,1,y
570,17,6,1,0,0,36,115,7,29,15,1,1,0,0,5,0,0,0,1,0,y
571,18,6,13,0,0,33,128,7,29,15,1,1,0,0,2,3,0,0,0,0,y
572,19,6,0,0,0,36,128,8,29,15,1,0,0,0,6,0,0,0,1,0,y
573,20,6,1,0,0,33,129,9,29,15,1,1,0,0,5,0,0,0,1,0,y
574,1,6,14,0,0,10,14,0,30,15,1,2,0,0,2,0,2,0,0,0,y
575,2,6,3,0,0,12,17,0,30,15,1,3,0,0,3,0,0,0,0,0,y
576,3,6,13,0,2,10,30,0,30,15,1,3,0,0,3,2,0,2,0,0,y
577,4,6,5,0,0,12,35,0,30,15,1,3,1,0,2,0,0,0,0,0,y
578,5,6,20,0,0,13,55,0,30,15,1,2,0,0,0,3,1,0,0,0,y
579,6,6,0,0,0,12,55,0,30,15,1,0,0,0,6,0,0,0,0,0,y
580,7,6,4,0,0,6,59,0,30,15,1,4,0,0,2,0,0,0,0,0,y
581,8,6,9,0,0,9,68,0,30,15,1,3,0,0,2,0,1,0,0,0,y
582,9,6,6,0,0,6,74,0,30,15,1,4,1,0,1,0,0,0,0,0,y
583,10,6,8,0,0,9,82,2,30,15,1,0,0,0,4,2,0,0,2,0,y
584,11,6,10,0,0,13,92,3,30,15,1,2,1,0,2,0,1,0,1,0,y
585,12,6,5,0,0,9,97,3,30,15,1,3,1,0,2,0,0,0,0,0,y
586,13,6,2,0,0,6,99,4,30,15,1,2,0,0,4,0,0,0,1,0,y
587,14,6,8,1,0,9,107,4,30,15,1,3,0,0,2,1,0,1,0,0,y
588,15,6,7,0,0,6,114,4,30,15,1,3,0,0,2,1,0,0,0,0,y
589,16,6,8,0,0,12,122,4,30,15,1,2,1,0,2,1,0,0,0,0,y
590,17,5,10,0,0,10,132,4,30,15,1,2,0,0,1,2,0,0,0,0,y
591,1,6,5,1,0,10,5,0,31,16,2,4,0,0,2,0,0,1,0,0,z
592,2,6,15,0,0,114,20,1,31,16,2,1,0,0,2,2,1,0,1,0,y
593,3,6,11,0,0,10,31,1,31,16,2,3,0,0,1,2,0,0,0,0,z
594,4,6,7,0,0,114,38,2,31,16,2,3,0,0,2,1,0,0,1,0,y
595,5,6,4,0,0,112,42,2,31,16,2,4,0,0,2,0,0,0,0,0,z
596,6,6,4,0,0,115,46,2,31,16,2,4,0,0,2,0,0,0,0,0,y
597,7,6,8,0,0,112,54,2,31,16,2,4,0,0,1,1,0,0,0,0,z
598,8,6,14,0,0,115,68,2,31,16,2,4,0,0,0,1,1,0,0,0,y
599,9,6,5,0,0,113,73,2,31,16,2,5,0,0,1,0,0,0,0,0,z
600,10,6,22,0,0,114,95,2,31,16,2,0,0,0,2,1,3,0,0,0,y
601,11,6,3,0,0,113,98,3,31,16,2,3,0,0,3,0,0,0,1,0,z
602,12,6,2,0,0,112,100,4,31,16,2,2,0,0,4,0,0,0,1,0,y
603,13,6,17,0,0,113,117,4,31,16,2,1,0,0,2,1,2,0,0,0,z
604,14,6,18,0,0,112,135,4,31,16,2,2,0,0,1,1,2,0,0,0,y
605,15,6,9,0,0,5,144,4,31,16,2,5,0,0,0,1,0,0,0,0,z
606,16,6,21,0,0,114,165,4,31,16,2,3,0,0,0,0,3,0,0,0,y
607,17,6,12,0,0,113,177,5,31,16,2,2,0,0,2,1,1,0,1,0,z
608,18,6,14,0,0,10,191,5,31,16,2,2,0,0,2,0,2,0,0,0,y
609,19,6,10,0,0,115,201,6,31,16,2,2,0,0,2,2,0,0,1,0,z
610,20,6,5,0,0,10,206,6,31,16,2,3,1,0,2,0,0,0,0,0,y
611,1,6,16,0,0,125,16,0,32,16,2,4,0,0,0,0,2,0,0,0,y
612,2,6,8,0,0,124,24,0,32,16,2,4,0,0,1,1,0,0,0,0,z
613,3,6,3,0,0,125,27,0,32,16,2,3,0,0,3,0,0,0,0,0,y
614,4,6,10,0,0,124,37,0,32,16,2,4,0,0,1,0,1,0,0,0,z
615,5,6,9,0,0,125,46,0,32,16,2,3,0,0,2,0,1,0,0,0,y
616,6,6,12,0,0,124,58,0,32,16,2,2,0,0,2,1,1,0,0,0,z
617,7,6,11,0,0,123,69,0,32,16,2,3,0,0,1,2,0,0,0,0,y
618,8,6,5,1,0,80,74,0,32,16,2,4,0,0,2,0,0,1,0,0,z
619,9,6,10,0,0,9,84,0,32,16,2,4,0,0,1,0,1,0,0,0,y
620,10,6,13,0,0,80,97,0,32,16,2,3,0,0,1,1,1,0,0,0,z
621,11,6,8,0,0,9,105,0,32,16,2,4,0,0,1,1,0,0,0,0,y
622,12,6,2,0,0,124,107,0,32,16,2,2,0,0,4,0,0,0,0,0,z
623,13,6,7,0,0,123,114,0,32,16,2,3,0,0,2,1,0,0,0,0,y
624,14,6,4,0,0,9,118,0,32,16,2,4,0,0,2,0,0,0,0,0,z
625,15,6,17,0,0,80,135,0,32,16,2,3,0,0,0,2,1,0,0,0,y
626,16,6,11,0,0,9,146,0,32,16,2,3,0,0,1,2,0,0,0,0,z
627,17,6,5,0,0,80,151,3,32,16,2,1,0,0,4,1,0,0,3,0,y
628,18,6,15,0,0,123,166,3,32,16,2,3,0,0,0,3,0,0,0,0,z
629,19,6,21,0,0,125,187,3,32,16,2,1,0,0,1,2,2,0,0,0,y
630,20,6,12,0,0,123,199,3,32,16,2,2,0,0,2,1,1,0,0,0,z
631,1,6,13,0,0,154,13,0,33,17,2,3,0,0,1,1,1,0,0,0,y
632,2,6,7,0,0,151,20,1,33,17,2,1,1,0,3,1,0,0,1,0,y
